county,year,month,births
"Mohave County, AZ",2017,June,59
"Mohave County, AZ",2017,July,59
"Mohave County, AZ",2017,August,68
"Mohave County, AZ",2017,September,64
"Mohave County, AZ",2017,October,56
"Mohave County, AZ",2017,November,57
"Mohave County, AZ",2017,December,51
"Mohave County, AZ",2018,January,67
"Mohave County, AZ",2018,February,47
"Mohave County, AZ",2018,March,42
"Mohave County, AZ",2018,April,69
"Mohave County, AZ",2018,May,48
"Mohave County, AZ",2018,June,62
"Mohave County, AZ",2018,July,71
"Mohave County, AZ",2018,August,74
"Mohave County, AZ",2018,September,68
"Mohave County, AZ",2018,October,69
"Mohave County, AZ",2018,November,52
"Mohave County, AZ",2018,December,56
"Mohave County, AZ",2019,January,66
"Mohave County, AZ",2019,February,54
"Mohave County, AZ",2019,March,60
"Mohave County, AZ",2019,April,67
"Mohave County, AZ",2019,May,49
"Mohave County, AZ",2019,June,69
"Mohave County, AZ",2019,July,60
"Mohave County, AZ",2019,August,74
"Mohave County, AZ",2019,September,63
"Mohave County, AZ",2019,October,57
"Mohave County, AZ",2019,November,66
"Mohave County, AZ",2019,December,56
"Navajo County, AZ",2016,January,66
"Navajo County, AZ",2016,February,62
"Navajo County, AZ",2016,March,62
"Navajo County, AZ",2016,April,45
"Navajo County, AZ",2016,May,64
"Navajo County, AZ",2016,June,62
"Navajo County, AZ",2016,July,61
"Navajo County, AZ",2016,August,51
"Navajo County, AZ",2016,September,70
"Navajo County, AZ",2016,October,55
"Navajo County, AZ",2016,November,59
"Navajo County, AZ",2016,December,60
"Navajo County, AZ",2017,January,51
"Navajo County, AZ",2017,February,67
"Navajo County, AZ",2017,March,41
"Navajo County, AZ",2017,April,56
"Navajo County, AZ",2017,May,54
"Navajo County, AZ",2017,June,62
"Navajo County, AZ",2017,July,64
"Navajo County, AZ",2017,August,59
"Navajo County, AZ",2017,September,64
"Navajo County, AZ",2017,October,57
"Navajo County, AZ",2017,November,60
"Navajo County, AZ",2017,December,62
"Navajo County, AZ",2018,January,55
"Navajo County, AZ",2018,February,51
"Navajo County, AZ",2018,March,41
"Navajo County, AZ",2018,April,54
"Navajo County, AZ",2018,May,41
"Navajo County, AZ",2018,June,64
"Navajo County, AZ",2018,July,44
"Navajo County, AZ",2018,August,59
"Navajo County, AZ",2018,September,47
"Navajo County, AZ",2018,October,39
"Navajo County, AZ",2018,November,38
"Navajo County, AZ",2018,December,53
"Navajo County, AZ",2019,January,50
"Navajo County, AZ",2019,February,39
"Navajo County, AZ",2019,March,57
"Navajo County, AZ",2019,April,57
"Navajo County, AZ",2019,May,56
"Navajo County, AZ",2019,June,44
"Navajo County, AZ",2019,July,53
"Navajo County, AZ",2019,August,58
"Navajo County, AZ",2019,September,43
"Navajo County, AZ",2019,October,45
"Navajo County, AZ",2019,November,40
"Navajo County, AZ",2019,December,48
"Pima County, AZ",2016,January,380
"Pima County, AZ",2016,February,364
"Pima County, AZ",2016,March,336
"Pima County, AZ",2016,April,352
"Pima County, AZ",2016,May,375
"Pima County, AZ",2016,June,382
"Pima County, AZ",2016,July,400
"Pima County, AZ",2016,August,415
"Pima County, AZ",2016,September,448
"Pima County, AZ",2016,October,413
"Pima County, AZ",2016,November,384
"Pima County, AZ",2016,December,388
"Pima County, AZ",2017,January,350
"Pima County, AZ",2017,February,340
"Pima County, AZ",2017,March,355
"Pima County, AZ",2017,April,315
"Pima County, AZ",2017,May,357
"Pima County, AZ",2017,June,329
"Pima County, AZ",2017,July,387
"Pima County, AZ",2017,August,389
"Pima County, AZ",2017,September,400
"Pima County, AZ",2017,October,470
"Pima County, AZ",2017,November,406
"Pima County, AZ",2017,December,392
"Pima County, AZ",2018,January,391
"Pima County, AZ",2018,February,332
"Pima County, AZ",2018,March,404
"Pima County, AZ",2018,April,347
"Pima County, AZ",2018,May,368
"Pima County, AZ",2018,June,335
"Pima County, AZ",2018,July,390
"Pima County, AZ",2018,August,435
"Pima County, AZ",2018,September,406
"Pima County, AZ",2018,October,343
"Pima County, AZ",2018,November,404
"Pima County, AZ",2018,December,386
"Pima County, AZ",2019,January,407
"Pima County, AZ",2019,February,324
"Pima County, AZ",2019,March,353
"Pima County, AZ",2019,April,333
"Pima County, AZ",2019,May,343
"Pima County, AZ",2019,June,365
"Pima County, AZ",2019,July,362
"Pima County, AZ",2019,August,420
"Pima County, AZ",2019,September,410
"Pima County, AZ",2019,October,375
"Pima County, AZ",2019,November,364
"Pima County, AZ",2019,December,409
"Pinal County, AZ",2016,January,171
"Pinal County, AZ",2016,February,172
"Pinal County, AZ",2016,March,181
"Pinal County, AZ",2016,April,168
"Pinal County, AZ",2016,May,136
"Pinal County, AZ",2016,June,135
"Pinal County, AZ",2016,July,167
"Pinal County, AZ",2016,August,187
"Pinal County, AZ",2016,September,199
"Pinal County, AZ",2016,October,184
"Pinal County, AZ",2016,November,175
"Pinal County, AZ",2016,December,173
"Pinal County, AZ",2017,January,171
"Pinal County, AZ",2017,February,142
"Pinal County, AZ",2017,March,156
"Pinal County, AZ",2017,April,135
"Pinal County, AZ",2017,May,125
"Pinal County, AZ",2017,June,191
"Pinal County, AZ",2017,July,191
"Pinal County, AZ",2017,August,182
"Pinal County, AZ",2017,September,176
"Pinal County, AZ",2017,October,193
"Pinal County, AZ",2017,November,185
"Pinal County, AZ",2017,December,165
"Pinal County, AZ",2018,January,170
"Pinal County, AZ",2018,February,134
"Pinal County, AZ",2018,March,171
"Pinal County, AZ",2018,April,149
"Pinal County, AZ",2018,May,140
"Pinal County, AZ",2018,June,162
"Pinal County, AZ",2018,July,183
"Pinal County, AZ",2018,August,176
"Pinal County, AZ",2018,September,171
"Pinal County, AZ",2018,October,163
"Pinal County, AZ",2018,November,191
"Pinal County, AZ",2018,December,181
"Pinal County, AZ",2019,January,174
"Pinal County, AZ",2019,February,153
"Pinal County, AZ",2019,March,157
"Pinal County, AZ",2019,April,144
"Pinal County, AZ",2019,May,142
"Pinal County, AZ",2019,June,138
"Pinal County, AZ",2019,July,168
"Pinal County, AZ",2019,August,165
"Pinal County, AZ",2019,September,189
"Pinal County, AZ",2019,October,147
"Pinal County, AZ",2019,November,177
"Pinal County, AZ",2019,December,178
"Yavapai County, AZ",2016,January,56
"Yavapai County, AZ",2016,February,59
"Yavapai County, AZ",2016,March,63
"Yavapai County, AZ",2016,April,62
"Yavapai County, AZ",2016,May,68
"Yavapai County, AZ",2016,June,55
"Yavapai County, AZ",2016,July,68
"Yavapai County, AZ",2016,August,54
"Yavapai County, AZ",2016,September,68
"Yavapai County, AZ",2016,October,69
"Yavapai County, AZ",2016,November,76
"Yavapai County, AZ",2016,December,59
"Yavapai County, AZ",2017,January,73
"Yavapai County, AZ",2017,February,55
"Yavapai County, AZ",2017,March,73
"Yavapai County, AZ",2017,April,62
"Yavapai County, AZ",2017,May,61
"Yavapai County, AZ",2017,June,49
"Yavapai County, AZ",2017,July,65
"Yavapai County, AZ",2017,August,66
"Yavapai County, AZ",2017,September,50
"Yavapai County, AZ",2017,October,73
"Yavapai County, AZ",2017,November,42
"Yavapai County, AZ",2017,December,49
"Yavapai County, AZ",2018,January,53
"Yavapai County, AZ",2018,February,46
"Yavapai County, AZ",2018,March,64
"Yavapai County, AZ",2018,April,42
"Yavapai County, AZ",2018,May,66
"Yavapai County, AZ",2018,June,66
"Yavapai County, AZ",2018,July,65
"Yavapai County, AZ",2018,August,73
"Yavapai County, AZ",2018,September,64
"Yavapai County, AZ",2018,October,54
"Yavapai County, AZ",2018,November,59
"Yavapai County, AZ",2018,December,59
"Yavapai County, AZ",2019,January,61
"Yavapai County, AZ",2019,February,71
"Yavapai County, AZ",2019,March,64
"Yavapai County, AZ",2019,April,55
"Yavapai County, AZ",2019,May,48
"Yavapai County, AZ",2019,June,55
"Yavapai County, AZ",2019,July,59
"Yavapai County, AZ",2019,August,59
"Yavapai County, AZ",2019,September,84
"Yavapai County, AZ",2019,October,54
"Yavapai County, AZ",2019,November,54
"Yavapai County, AZ",2019,December,64
"Yuma County, AZ",2016,January,119
"Yuma County, AZ",2016,February,95
"Yuma County, AZ",2016,March,92
"Yuma County, AZ",2016,April,91
"Yuma County, AZ",2016,May,91
"Yuma County, AZ",2016,June,81
"Yuma County, AZ",2016,July,102
"Yuma County, AZ",2016,August,140
"Yuma County, AZ",2016,September,121
"Yuma County, AZ",2016,October,119
"Yuma County, AZ",2016,November,103
"Yuma County, AZ",2016,December,118
"Yuma County, AZ",2017,January,111
"Yuma County, AZ",2017,February,100
"Yuma County, AZ",2017,March,95
"Yuma County, AZ",2017,April,90
"Yuma County, AZ",2017,May,94
"Yuma County, AZ",2017,June,104
"Yuma County, AZ",2017,July,115
"Yuma County, AZ",2017,August,117
"Yuma County, AZ",2017,September,140
"Yuma County, AZ",2017,October,128
"Yuma County, AZ",2017,November,101
"Yuma County, AZ",2017,December,104
"Yuma County, AZ",2018,January,126
"Yuma County, AZ",2018,February,79
"Yuma County, AZ",2018,March,96
"Yuma County, AZ",2018,April,90
"Yuma County, AZ",2018,May,90
"Yuma County, AZ",2018,June,85
"Yuma County, AZ",2018,July,100
"Yuma County, AZ",2018,August,118
"Yuma County, AZ",2018,September,145
"Yuma County, AZ",2018,October,105
"Yuma County, AZ",2018,November,152
"Yuma County, AZ",2018,December,120
"Yuma County, AZ",2019,January,120
"Yuma County, AZ",2019,February,96
"Yuma County, AZ",2019,March,128
"Yuma County, AZ",2019,April,79
"Yuma County, AZ",2019,May,89
"Yuma County, AZ",2019,June,91
"Yuma County, AZ",2019,July,119
"Yuma County, AZ",2019,August,142
"Yuma County, AZ",2019,September,126
"Yuma County, AZ",2019,October,90
"Yuma County, AZ",2019,November,125
"Yuma County, AZ",2019,December,129
"Benton County, AR",2016,January,121
"Benton County, AR",2016,February,111
"Benton County, AR",2016,March,102
"Benton County, AR",2016,April,114
"Benton County, AR",2016,May,117
"Benton County, AR",2016,June,116
"Benton County, AR",2016,July,121
"Benton County, AR",2016,August,147
"Benton County, AR",2016,September,116
"Benton County, AR",2016,October,108
"Benton County, AR",2016,November,111
"Benton County, AR",2016,December,104
"Benton County, AR",2017,January,132
"Benton County, AR",2017,February,109
"Benton County, AR",2017,March,138
"Benton County, AR",2017,April,125
"Benton County, AR",2017,May,123
"Benton County, AR",2017,June,116
"Benton County, AR",2017,July,132
"Benton County, AR",2017,August,133
"Benton County, AR",2017,September,109
"Benton County, AR",2017,October,112
"Benton County, AR",2017,November,101
"Benton County, AR",2017,December,116
"Benton County, AR",2018,January,112
"Benton County, AR",2018,February,118
"Benton County, AR",2018,March,102
"Benton County, AR",2018,April,126
"Benton County, AR",2018,May,118
"Benton County, AR",2018,June,113
"Benton County, AR",2018,July,146
"Benton County, AR",2018,August,112
"Benton County, AR",2018,September,103
"Benton County, AR",2018,October,118
"Benton County, AR",2018,November,102
"Benton County, AR",2018,December,106
"Benton County, AR",2019,January,112
"Benton County, AR",2019,February,85
"Benton County, AR",2019,March,90
"Benton County, AR",2019,April,107
"Benton County, AR",2019,May,91
"Benton County, AR",2019,June,80
"Benton County, AR",2019,July,99
"Benton County, AR",2019,August,106
"Benton County, AR",2019,September,110
"Benton County, AR",2019,October,104
"Benton County, AR",2019,November,98
"Benton County, AR",2019,December,99
"Faulkner County, AR",2016,January,62
"Faulkner County, AR",2016,February,41
"Faulkner County, AR",2016,March,56
"Faulkner County, AR",2016,April,51
"Faulkner County, AR",2016,May,52
"Faulkner County, AR",2016,June,66
"Faulkner County, AR",2016,July,67
"Faulkner County, AR",2016,August,46
"Faulkner County, AR",2016,September,48
"Faulkner County, AR",2016,October,50
"Faulkner County, AR",2016,November,58
"Faulkner County, AR",2016,December,52
"Faulkner County, AR",2017,January,54
"Faulkner County, AR",2017,February,38
"Faulkner County, AR",2017,March,45
"Faulkner County, AR",2017,April,49
"Faulkner County, AR",2017,May,62
"Faulkner County, AR",2017,June,51
"Faulkner County, AR",2017,July,57
"Faulkner County, AR",2017,August,49
"Faulkner County, AR",2017,September,57
"Faulkner County, AR",2017,October,64
"Faulkner County, AR",2017,November,54
"Faulkner County, AR",2017,December,45
"Faulkner County, AR",2018,January,46
"Faulkner County, AR",2018,February,38
"Faulkner County, AR",2018,March,64
"Faulkner County, AR",2018,April,48
"Faulkner County, AR",2018,May,47
"Faulkner County, AR",2018,June,40
"Faulkner County, AR",2018,July,50
"Faulkner County, AR",2018,August,47
"Faulkner County, AR",2018,September,38
"Faulkner County, AR",2018,October,46
"Faulkner County, AR",2018,November,41
"Faulkner County, AR",2018,December,33
"Faulkner County, AR",2019,January,46
"Faulkner County, AR",2019,February,45
"Faulkner County, AR",2019,March,39
"Faulkner County, AR",2019,April,49
"Faulkner County, AR",2019,May,41
"Faulkner County, AR",2019,June,30
"Faulkner County, AR",2019,July,36
"Faulkner County, AR",2019,August,49
"Faulkner County, AR",2019,September,40
"Faulkner County, AR",2019,October,43
"Faulkner County, AR",2019,November,49
"Faulkner County, AR",2019,December,53
"Pulaski County, AR",2016,January,268
"Pulaski County, AR",2016,February,304
"Pulaski County, AR",2016,March,284
"Pulaski County, AR",2016,April,257
"Pulaski County, AR",2016,May,265
"Pulaski County, AR",2016,June,289
"Pulaski County, AR",2016,July,280
"Pulaski County, AR",2016,August,281
"Pulaski County, AR",2016,September,302
"Pulaski County, AR",2016,October,286
"Pulaski County, AR",2016,November,266
"Pulaski County, AR",2016,December,296
"Pulaski County, AR",2017,January,287
"Pulaski County, AR",2017,February,286
"Pulaski County, AR",2017,March,255
"Pulaski County, AR",2017,April,263
"Pulaski County, AR",2017,May,273
"Pulaski County, AR",2017,June,233
"Pulaski County, AR",2017,July,308
"Pulaski County, AR",2017,August,284
"Pulaski County, AR",2017,September,221
"Pulaski County, AR",2017,October,218
"Pulaski County, AR",2017,November,227
"Pulaski County, AR",2017,December,213
"Pulaski County, AR",2018,January,201
"Pulaski County, AR",2018,February,182
"Pulaski County, AR",2018,March,206
"Pulaski County, AR",2018,April,192
"Pulaski County, AR",2018,May,244
"Pulaski County, AR",2018,June,184
"Pulaski County, AR",2018,July,192
"Pulaski County, AR",2018,August,220
"Pulaski County, AR",2018,September,244
"Pulaski County, AR",2018,October,203
"Pulaski County, AR",2018,November,204
"Pulaski County, AR",2018,December,219
"Pulaski County, AR",2019,January,171
"Pulaski County, AR",2019,February,148
"Pulaski County, AR",2019,March,193
"Pulaski County, AR",2019,April,184
"Pulaski County, AR",2019,May,240
"Pulaski County, AR",2019,June,209
"Pulaski County, AR",2019,July,180
"Pulaski County, AR",2019,August,179
"Pulaski County, AR",2019,September,167
"Pulaski County, AR",2019,October,173
"Pulaski County, AR",2019,November,151
"Pulaski County, AR",2019,December,170
"Saline County, AR",2016,January,69
"Saline County, AR",2016,February,73
"Saline County, AR",2016,March,63
"Saline County, AR",2016,April,53
"Saline County, AR",2016,May,69
"Saline County, AR",2016,June,63
"Saline County, AR",2016,July,75
"Saline County, AR",2016,August,79
"Saline County, AR",2016,September,59
"Saline County, AR",2016,October,51
"Saline County, AR",2016,November,67
"Saline County, AR",2016,December,59
"Saline County, AR",2017,January,61
"Saline County, AR",2017,February,57
"Saline County, AR",2017,March,67
"Saline County, AR",2017,April,64
"Saline County, AR",2017,May,55
"Saline County, AR",2017,June,46
"Saline County, AR",2017,July,73
"Saline County, AR",2017,August,60
"Saline County, AR",2017,September,47
"Saline County, AR",2017,October,45
"Saline County, AR",2017,November,49
"Saline County, AR",2017,December,40
"Saline County, AR",2018,January,43
"Saline County, AR",2018,February,37
"Saline County, AR",2018,March,45
"Saline County, AR",2018,April,48
"Saline County, AR",2018,May,50
"Saline County, AR",2018,June,40
"Saline County, AR",2018,July,65
"Saline County, AR",2018,August,58
"Saline County, AR",2018,September,46
"Saline County, AR",2018,October,61
"Saline County, AR",2018,November,37
"Saline County, AR",2018,December,47
"Saline County, AR",2019,January,48
